Indeks #;Aktywny (0 lub 1);Nazwa;ID reguły podatku;Cena bez podatku. (netto);Cena zawiera podatek. (brutto);Marka;Opis;Dostępne do zamówienia (0 = Nie, 1 = Tak);W sprzedaży (0 lub 1);Ilość;Adresy URL zdjęcia (x,y,z...);Kategorie (x,y,z...);Przepisany URL
ARE-S-940;1;Oring silikonowy 21x3,5mm;1;1.54;1.90;-;;1;1;3;https://winohobby.biz/userdata/public/gfx/5690/Oring-silikonowy-21x3%2C5mm.jpg|https://winohobby.biz/userdata/public/gfx/5691/ares-940-Silikon-o-ring-27x21x3.5_002.jpg;119;oring-silikonowy-21x3-5mm
ARE-T-116;1;Ramię do whirlpoola do CB5;1;48.78;60.00;-;Ramię dzięki któremu możemy wprowadzić brzeczkę w ruch wirowy podczas chłodzenia.;1;1;2;https://winohobby.biz/userdata/public/gfx/6165/Ramie-do-whirlpoola-do-CB5-Ramie-dzieki-ktoremu-mozemy-wprowadzic-brzeczke-w-ruch-wirowy-podczas-chlodzenia..jpg|https://winohobby.biz/userdata/public/gfx/6166/whirpool_003.jpg;62;ramie-do-whirlpoola-do-cb5
ARE-S-587;1;Pompka do mini-kegów 5L;1;56.1;69.00;-;Pompka z zaworkiem do mini-kega. Zaworek pompki należy wcisnąć douszczelki od mini-kegai zamocować w mini-kegu 5L. Dzięki pompce możemy bezpośrednio podnieść ciśnienie w mini-kegu 5L po częściowym jego opróżnieniu. Najlepiej używać pompki domini-kega 5L z kranikiem. Pompkę można zamontować bezpośrednio do nalewaków PROFI TAP.;1;1;10;https://winohobby.biz/userdata/public/gfx/949468f97e053ca4409e1d71219eb915.jpg|https://winohobby.biz/userdata/public/gfx/72cba930a5aca34f54eb4d36aeba8d70.jpg;109;pompka-do-mini-kegow-5l
ARE-Z-284;1;Przejściówka do szybkozłącza z gwintem;1;4.02;4.95;-;Przejściówkę nakręcamy na szybkozłącze z gwintem. Do nypla możemy zamocowaćwąż zbrojony 6/12mmabydoprowadzić CO2 do kega Cornelius, lub z drugiej strony zainstalować wąż dokranu do wyszynku piwa.;1;1;8;https://winohobby.biz/userdata/public/gfx/b913f695e5fbd194df1995f582fdb0f8.jpg|https://winohobby.biz/userdata/public/gfx/d8522b6b5889e9bf4d2e7ef166206035.jpg;318|98;przejsciowka-do-szybkozlacza-z-gwintem
ARE-S-960;1;QuickConnector 1/2'' - trzpień na wąż 10mm;1;22.76;28.00;Coobra;;1;1;10;https://winohobby.biz/userdata/public/gfx/5688/ares-960-QuickConnector-1-2---trzpien-na-waz-10mm.jpg|https://winohobby.biz/userdata/public/gfx/5689/ares-960-QuickConnector-1-2---trzpien-na-waz-10mm_002.jpg;119;quickconnector-1-2-trzpien-na-waz-10mm
ITA-L-631;1;Profesjonalna kapslownica stołowa HANDY;1;89.43;110.00;-;Możliwość zamykania butelek: od 11cm do 35cm wysokości Głowica: 26mm z magnesem podtrzymującym kapsel Niezwykle solidnie wykonana, profesjonalna  kapslownica stołowa. Posiada regulowaną wysokość głowicy kapslującej dzięki czemu możemy zamykać butelki,butelki do piwao różnej wysokości od 11cm wysokości do 35cm. Głowica 26mm przeznaczona do zamykania standardowych kapsli piwowarskich (sprawdź naszą ofertę naróżnokolorowe kapsle do piwa).Wewnątrz głowicy zamocowany jest magnes który podtrzymuje kapsel. Wystarczy wyregulować wysokość kapslownicy pod butelki które będziemy napełniać piwem, cydrem, winem czy innym płynem, a następnie mocować kapsle na magnesie w głowicy , podkładać butelki i jednym „sprężystym” ruchem dźwignią w dół zamykać butelki. Kapslownica bardzo solidnie i ściśle zamyka butelki. W podstawie kapslownicy nawiercone są otwory dzięki którym można przykręcić kapslownicę do blatu. Jeżeli ta kapslownica nie spełnia wymagań zapraszam do zapoznania się z pełnąofertą kapslownic do piwa.;1;1;3;https://winohobby.biz/userdata/public/gfx/c9747d5940b180022e3aeacc3784ff1b.jpg;88;profesjonalna-kapslownica-stolowa-handy
ARE-T-201;1;Pompa 220V;1;276.42;340.00;-;Pompa z zestawu atomatycznych kotłów zaciernych CB5 i nowego modelu CB3.;1;1;9;https://winohobby.biz/userdata/public/gfx/6161/aret-pompa-230V.jpg|https://winohobby.biz/userdata/public/gfx/6162/aret-pompa-230V_002.jpg;62|60;pompa-220v
ARE-Z-190;1;Pierścień zabezpieczający czerwony John Guest 3/8'';1;2.36;2.90;-;;1;1;5;https://winohobby.biz/userdata/public/gfx/5764/arez-190-John-guest---pierscien-zabezpieczajacy-3-8-czerwony.jpg;100;pierscien-zabezpieczajacy-czerwony-john-guest-3-8
ARE-S-418;1;Profesjonalna kapslownica stołowa GRIFO;1;186.99;230.00;-;Możliwość zamykania butelek: od 17cm do 39cm wysokości Głowica: 26mm z magnesem podtrzymującym kapsel Dodatkowa głowica 29mm w zestawie Niezwykle solidnie wykonana, profesjonalna  kapslownica stołowa. Zamykanie butelek odbywa się dzięki płynnemu obracaniu ramieniami podczas którego głowica zamykająca porusza się w górę i w dół  dzięki czemu możemy zamykać butelki,butelki do piwao różnej wysokości od 17cm wysokości do 39cm. Głowica 26mm przeznaczona do zamykania standardowych kapsli piwowarskich (sprawdź naszą ofertę naróżnokolorowe kapsle do piwa). Wewnątrz głowicy zamocowany jest magnes który podtrzymuje kapsel. Wystarczy wyregulować wysokość kapslownicy pod butelki które będziemy napełniać piwem, cydrem, winem czy innym płynem, a następnie mocować kapsle na magnesie w głowicy , podkładać butelki i jednym „sprężystym” ruchem dźwignią w dół zamykać butelki. Kapslownica bardzo solidnie i ściśle zamyka butelki. W podstawie kapslownicy nawiercone są otwory dzięki którym można przykręcić kapslownicę do blatu. Jeżeli ta kapslownica nie spełnia wymagań zapraszam do zapoznania się z pełnąofertą kapslownic do piwa.;1;1;9;https://winohobby.biz/userdata/public/gfx/5634/Kapslownica-GRIFO.jpg;88;profesjonalna-kapslownica-stolowa-grifo
ITA-L-633;1;Profesjonalna kapslownica stołowa ORNELIA;1;65.85;81.00;-;Możliwość zamykania butelek: od 11cm do 37cm wysokości Głowica: 26mm z magnesem podtrzymującym kapsel Niezwykle solidnie wykonana, profesjonalna  kapslownica stołowa. Posiada regulowaną wysokość głowicy kapslującej dzięki czemu możemy zamykać butelki,butelki do piwao różnej wysokości od 11cm wysokości do 35cm. Głowica 26mm przeznaczona do zamykania standardowych kapsli piwowarskich (sprawdź naszą ofertę naróżnokolorowe kapsle do piwa).Wewnątrz głowicy zamocowany jest magnes który podtrzymuje kapsel. Wystarczy wyregulować wysokość kapslownicy pod butelki które będziemy napełniać piwem, cydrem, winem czy innym płynem, a następnie mocować kapsle na magnesie w głowicy , podkładać butelki i jednym „sprężystym” ruchem dźwignią w dół zamykać butelki. Kapslownica bardzo solidnie i ściśle zamyka butelki. W podstawie kapslownicy nawiercone są otwory dzięki którym można przykręcić kapslownicę do blatu. Jeżeli ta kapslownica nie spełnia wymagań zapraszam do zapoznania się z pełnąofertą kapslownic do piwa.;1;1;4;https://winohobby.biz/userdata/public/gfx/ffbf29b2c6ef44f2a2adf18478b03935.jpg;88;profesjonalna-kapslownica-stolowa-ornelia
ARE-Z-272;1;Reduktor OXYTURBO podwójny do butli CO2 / 3 manometry;1;365.85;450.00;-;Reduktor ciśnienia OXYTURBO. Służy do zredukowania ciśnieniaCO2 z butli, do poziomu ciśnienia jakie chcemy podać do kega Cornelius w celu nagazowania piwa czy wyszynku piwa. Produkt Włoski – OXYTURBO Reduktor podwójny oznacza, że możemy z jednej butli CO2 obsługiwać 2kegi Cornelius. Reduktor posiada 3 manometry: 2 pokazują oddzielne ciśnienie zredukowane podawane do kegów Cornelius (każdy możemy sterować niezależnie), a 3 pokazuje ciśnienie w butli CO2.;1;1;7;https://winohobby.biz/userdata/public/gfx/0cbc169a79f84616507276038f17d483.jpg;92;reduktor-oxyturbo-podwojny-do-butli-co2-3-manometry
ARE-T-050;1;Pompa COOBRA Craftbrewer;1;121.95;150.00;Coobra;Zestaw zawiera pompę bez podłączonego zasilacza i włącznika! Należy dokupić zasilacz 12V i włącznik. Podczas pracy kotła, zacierania, pompa może się zatrzymać i przestać podawać brzeczkę. Jest to najczęściej spowodowane zabrudzeniem się mechanizmu pompy. Zabrudzenia te są dwojakiego powodu: - resztkami słodu który mógł się przedostać do pompy, - sklejeniem się mechanizmu spowodowane gęstością brzeczki. W obydwu przypadkach, pompę należy rozkręcić i dokładnie ją przemyć w środku. Sytuacja czasami będzie wymagała, by przeczyścić pompę w trakcie zacierania i należy być na to przygotowanym. Po nabraniu wprawy, czyszczenie pompy zajmuje dosłownie 1-2 minuty. Poniżej przedstawiamy film pokazujący jak szybko przeczyścić pompę.;1;1;9;https://winohobby.biz/userdata/public/gfx/2c1adf033b6957b52648d9d8b8a553aa.jpg|https://winohobby.biz/userdata/public/gfx/8bfffd7b878fff70690cc8adba3c008c.jpg;60;pompa-coobra-craftbrewer
ARE-S-949;1;Przejściówka 1/2'' - trzpień na wąż 13mm;1;12.2;15.00;Coobra;;1;1;8;https://winohobby.biz/userdata/public/gfx/5686/Przejsciowka-12---trzpien-na-waz-13mm.jpg;119;przejsciowka-1-2-trzpien-na-waz-13mm
ARE-Z-227;1;Plastikowa stopka do zamknięcia Corneliusa - 1szt;1;1.54;1.90;-;;1;1;8;https://winohobby.biz/userdata/public/gfx/eb963845179c4be87272c3ab680c8e99.jpg;94;plastikowa-stopka-do-zamkniecia-corneliusa-1szt
SPI-R-021;1;OXI One 20g;1;2.6;3.20;SpiritFerm;"Preparat z aktywnym tlenem do mycia sprzętu winiarskiego i piwowarskiego. Preparat przyjazny dla środowiska, bezzapachowy. Sposób użycia:opakowanie jednorazowe. Zawartość saszetki wsypać do 5 litrów ciepłej wody. Dokładnie wymieszać do całkowitego rozpuszczenia preparatu. W tak przygotowanym roztworze możemy zanurzyć czyszczony sprzęt na 3-4 minuty. Roztworem można płukać pojemniki fermentacyjne a także stosować z urządzeniami do dezynfekcji butelek. Na koniec czyszczony sprzęt możemy opłukać pod bieżącą wodą. Środki ostrożności:Chronić przed dziećmi. Przed użyciem przeczytać etykietę. Może intensyfikować pożar; utleniacz. Działa szkodliwie po połknięciu. Powoduje poważne szkodzenie oczu. Przechowywać z dala od źródeł ciepła/iskrzenia/otwartego ognia/gorących powierzchni. Palenie wzbronione. Zastosować wszelkie środkiostrożności w celu uniknięcia mieszania z innymi materiałami zapalnymi. Stosować rękawice ochronne/odzież ochronną/ochronę oczu/ochronę twarzy. W razie konieczności zasięgnięcia porady lekarza należy pokazać pojemnik lub etykietę. W przypadku dostania się do oczu: ostrożnie płukać wodą przez kilka minut. Wyjąć soczewki kontaktowe, jeżeli są i można je łatwo usunąć. Nadal płukać. Natychmiast skontaktować się z Ośrodkiem Zatruć lub lekarzem.";1;1;1;https://winohobby.biz/userdata/public/gfx/f90ee9e650ea55f4c474daeef83f6cbc.jpg;78;oxi-one-20g
ARE-S-593;1;PARTY-STAR nalewak do mini-kega 5L na naboje CO2;1;284.55;350.00;-;Oryginalny nalewak Party Star przeznaczony domini kegów 5L Nalewanie piwa odbywa się za pomocą dwutlenku węgla, dostarczanego z wymiennych nabojów CO2 (naboje CO2 16g). Nalewak posiada płynne dozowanie gazu dzięki zastosowaniu precyzyjnego zaworka. Wyższość nalewaków na naboje CO2 od tańszych modeli z pompką polega na tym, że nalewak zasilany na naboje CO2 utrzymuje stałe nadciśnienie w kegu co sprawia, że piwo nie wietrzeje i utrzymuje dłużej świeżość, nie traci gazu i można nalać szklankę z pianką, można pić świeże piwko domowe przez wiele dni.;1;1;1;https://winohobby.biz/userdata/public/gfx/6080/Nalewak-do-mini-kegow-Party-Star-piwo-domowe.jpg|https://winohobby.biz/userdata/public/gfx/6081/Nalewak-do-mini-kegow-Party-Star.jpg;109;party-star-nalewak-do-mini-kega-5l-na-naboje-co2
ARE-T-016;1;Ramię do whirlpoola do CB3;1;48.78;60.00;-;Ramię dzięki któremu możemy wprowadzić brzeczkę w ruch wirowy podczas chłodzenia.;1;1;3;https://winohobby.biz/userdata/public/gfx/6163/Ramie-do-whirlpoola-do-CB3-Ramie-dzieki-ktoremu-mozemy-wprowadzic-brzeczke-w-ruch-wirowy-podczas-chlodzenia..jpg|https://winohobby.biz/userdata/public/gfx/6164/whirpool_003.jpg;60;ramie-do-whirlpoola-do-cb3
ITA-L-632;1;Profesjonalna kapslownica stołowa REGINA;1;114.63;141.00;-;Profesjonalna kapslownica z obrotowym ramieniem Możliwość zamykania butelek: od 11cm do 37cm wysokości Głowica: 26mm z magnesem podtrzymującym kapsel Niezwykle solidnie wykonana, profesjonalna  kapslownica stołowa. Zamykanie butelek odbywa się dzięki płynnemu obracaniu ramieniami podczas którego głowica zamykająca porusza się w górę i w dół  dzięki czemu możemy zamykać butelki,butelki do piwao różnej wysokości od 11cm wysokości do 37cm. Głowica 26mm przeznaczona do zamykania standardowych kapsli piwowarskich (sprawdź naszą ofertę naróżnokolorowe kapsle do piwa).Wewnątrz głowicy zamocowany jest magnes który podtrzymuje kapsel. Wystarczy zamocować kapsel na magnesie w głowicy, podkładać butelki i obracając ramieniem zamykać butelki. Kapslownica bardzo solidnie i ściśle zamyka butelki. W podstawie kapslownicy nawiercone są otwory dzięki którym można przykręcić kapslownicę do blatu.;1;1;8;https://winohobby.biz/userdata/public/gfx/be5b4c31a5e832a6dbbab6521bff6906.jpg;88;profesjonalna-kapslownica-stolowa-regina
SPI-R-023;1;OXI One 500g;1;44.72;55.00;SpiritFerm;"25saszetek x 20g Preparat z aktywnym tlenem do mycia sprzętu winiarskiego i piwowarskiego. Preparat przyjazny dla środowiska, bezzapachowy. Sposób użycia:opakowanie jednorazowe. Zawartość saszetki wsypać do 5 litrów ciepłej wody. Dokładnie wymieszać do całkowitego rozpuszczenia preparatu. W tak przygotowanym roztworze możemy zanurzyć czyszczony sprzęt na 3-4 minuty. Roztworem można płukać pojemniki fermentacyjne a także stosować z urządzeniami do dezynfekcji butelek. Na koniec czyszczony sprzęt możemy opłukać pod bieżącą wodą. Środki ostrożności:Chronić przed dziećmi. Przed użyciem przeczytać etykietę. Może intensyfikować pożar; utleniacz. Działa szkodliwie po połknięciu. Powoduje poważne szkodzenie oczu. Przechowywać z dala od źródeł ciepła/iskrzenia/otwartego ognia/gorących powierzchni. Palenie wzbronione. Zastosować wszelkie środkiostrożności w celu uniknięcia mieszania z innymi materiałami zapalnymi. Stosować rękawice ochronne/odzież ochronną/ochronę oczu/ochronę twarzy. W razie konieczności zasięgnięcia porady lekarza należy pokazać pojemnik lub etykietę. W przypadku dostania się do oczu: ostrożnie płukać wodą przez kilka minut. Wyjąć soczewki kontaktowe, jeżeli są i można je łatwo usunąć. Nadal płukać. Natychmiast skontaktować się z Ośrodkiem Zatruć lub lekarzem.";1;1;3;https://winohobby.biz/userdata/public/gfx/b683d9c1c5bae5003a6f11f7f33e933c.jpg;78;oxi-one-500g
ITA-L-501;1;Szklanka 1 pint „British Pint”;1;6.42;7.90;-;Wśród piwnych szklanek ta jest chyba najbardziej rozpoznawalna. Klasyka brytyjskich pubów – szklanka pintowa. Pinta to jednostka pojemności stosowana głównie w USA, Wielkiej Brytanii, a także Irlandii i jest to około 500ml.;1;1;5;https://winohobby.biz/userdata/public/gfx/8c91a5f903638310dd443f3c2c9c6808.jpg;101;szklanka-1-pint-british-pint
ARE-Z-280;1;Szybkozłącze do Cornelius BEER OUT (wciskane);1;10.16;12.50;-;Szybkozłącze produktowe, służy do nalewania piwa z kega Cornelius. Szybkozłacze z końcówką prostą do wciśnięciazbrojonego węża gazowego Fi6mm/12mm.;1;1;0;https://winohobby.biz/userdata/public/gfx/6116/arez-280-Szybkozlacze-do-Corneliusa-piwo---out-nypel.jpg;318|98;szybkozlacze-do-cornelius-beer-out-wciskane
ARE-Z-270;1;Reduktor OXYTURBO pojedynczy do butli CO2 / 1 manometr;1;162.6;200.00;-;Reduktor ciśnienia OXYTURBO. Służy do zredukowania ciśnienia CO2 z butli, do poziomu ciśnienia jakie chcemy podać dokega Corneliusw celu nagazowania piwa czy wyszynku piwa. Produkt Włoski – OXYTURBO Reduktor posiada 1 manometr pokazujący ciśnienie zredukowane.;1;1;10;https://winohobby.biz/userdata/public/gfx/1ff4845cbe2e07b12f03257f8cb9cacc.jpg|https://winohobby.biz/userdata/public/gfx/c22d9f668c0e7bf71b7553385318df0d.jpg;92;reduktor-oxyturbo-pojedynczy-do-butli-co2-1-manometr
SPI-R-025;1;SpiritFerm DISINFECTANT 100ml;1;6.67;8.20;SpiritFerm;100ml do przygotowania 100L roztworu dezynfekującego Nie stanowi zagrożenia dla środowiska naturalnego. Preparat do sterylizacjii dezynfekcjisprzętu, balonów i butelek używanych do wyrobu wina, piwa, miodów pitnych etc. Środek dezynfekujący z natychmiastowym efektem zabija bakterie, drożdże, pleśnie – natychmiastowy efekt biobójczy. Doskonały do dezynfekcji miejsc trudnodostępnych. Obojętny wobec dezynfekowanych powierzchni. Sposób użycia:1 łyżeczkę (5ml) rozcieńczyć w 5-ciu litrach wody (1ml środka na 1L wody). Powstałą mieszanką opłukać sprzęt, pozostawić na 5 minut. Po upływie tego czasu wszystko dokładnie wypłukać czystą wodą. Zawiera:Chlorek didecylodimetyloamoniowy 5%Środek powierzchniowo czynny Tensid (etoksylowany alkohol tłuszczowy) 1% Wartość pH 7Zawartość 100 mlNie trujący, nie żrący. Zapakowano w Szwecji.;1;1;3;https://winohobby.biz/userdata/public/gfx/6527/SpiritFerm-Disinfectant-srodek-do-dezynfekcji-sprzetu.jpg;78;spiritferm-disinfectant-100ml
ARE-R-519;1;SaniPro Rinse 1l (zastępstwo za StarSan);1;72.36;89.00;-;Odpowiednik środka dezynfekującego StarSan SaniPro Rinseto doskonale pieniący się preparat do odkażania. Przyjazne dla środowiska, anionowe płukanie końcowe. Jest bezwonny, bez smaku, nie pozostawia plam i zawiera inhibitor korozji, dzięki czemu idealnie nadaje się do stali nierdzewnej i wrażliwych powierzchni.Samo pieniące działanie pozwala produktowi dostać się wszędzie i wykonać swoje zadanie. Stabilny w bardzo szerokim zakresie temperatur.Preparat używamy jako ostateczne, odkażające płukanie po wcześniejszym myciu z większych zanieczyszczeń. Późniejsze płukanie wodą nie jest konieczne ani zalecane. Niech powierzchnia płukana samoczynnie wyschnie.SaniPro Rinse warto mieć zawsze pod ręką rozmieszane w spryskiwaczu.Wyprodukowano w Szwecji. Dawkowanie:1-2 nakrętki (12,5 – 25ml) na 10 litrów wody0,5-1ml na 400ml wody Generalnie środek można rozcieńczać zwykłą wodą z kranu. Jednak jeżeli zamierzamy przygotować większą ilość środka, który będziemy zużywać przez kilka miesięcy, zaleca się użyć wody destylowanej.Zalecany czas kontaktu z powierzchnią wynosi co najmniej 1 minutę.;1;1;9;https://winohobby.biz/userdata/public/gfx/6193/SaniPro-Rinse-1l-odpowiednik-srodka-dezynfekujacego-StarSan.jpg|https://winohobby.biz/userdata/public/gfx/6194/SaniPro-Rinse-1l-odpowiednik-srodka-dezynfekujacego-StarSan.jpg;78;sanipro-rinse-1l-zastepstwo-za-starsan
ITA-L-516;1;Szklanka do piwa IPA 28cl;1;9.76;12.00;-;;1;1;10;https://winohobby.biz/userdata/public/gfx/907cb3df53e7044e775db66d277cbb52.jpg|https://winohobby.biz/userdata/public/gfx/8d99c82784ea0018076d13819a236b7b.jpg;101;szklanka-do-piwa-ipa-28cl
ARE-Z-282;1;Szybkozłącze do Cornelius PIWO OUT (z gwintem);1;16.26;20.00;-;Szybkozłącze piwne, służy do wyszynku piwa z kega Cornelius. Szybkozłacze z gwintem do nakręcenia złącza typu John Guest lub przejściówki z końcówką prostą do zamontowaniakranu do wyszynku piwa z kegów Cornelius.;1;1;5;https://winohobby.biz/userdata/public/gfx/44b4c4b0a539b3d0edb14c27584c0c7e.jpg;318|98;szybkozlacze-do-cornelius-piwo-out-z-gwintem
ARE-Z-271;1;Reduktor OXYTURBO pojedynczy do butli CO2 / 2 manometry;1;219.51;270.00;-;Reduktor ciśnienia OXYTURBO. Służy do zredukowania ciśnieniaCO2 z butli, do poziomu ciśnienia jakie chcemy podać do kega Cornelius w celu nagazowania piwa czy wyszynku piwa. Produkt Włoski – OXYTURBO Reduktor posiada 2 manometry: 1 pokazuje ciśnienie zredukowane podawane dokega Cornelius, a 2 pokazuje ciśnienie w butli CO2.;1;1;10;https://winohobby.biz/userdata/public/gfx/4999fcef353a2ae86fc279308543ccc8.jpg|https://winohobby.biz/userdata/public/gfx/d0474c2a90d2d1230c5e843aa75405a9.jpg;92;reduktor-oxyturbo-pojedynczy-do-butli-co2-2-manometry
ITA-L-517;1;Szklanka do piwa IPA 47cl;1;11.38;14.00;-;;1;1;3;https://winohobby.biz/userdata/public/gfx/51df402cdde8a63733f88359e658b5a8.jpg|https://winohobby.biz/userdata/public/gfx/d620ab0c96520dab6294efc349d20335.jpg;101;szklanka-do-piwa-ipa-47cl
ARE-S-975;1;"Silikonowy łącznik pompy z szybkozłączem do CB25 ""13""";1;6.5;8.00;-;Część numer 13 z instrukcji kotła zaciernego Coobra CB25;1;1;0;https://winohobby.biz/userdata/public/gfx/6105/Silikonowy-lacznik-pompy-z-szybkozlaczem-do-CB25.jpg|https://winohobby.biz/userdata/public/gfx/6106/Silikonowy-lacznik-pompy-z-szybkozlaczem.jpg;60;silikonowy-lacznik-pompy-z-szybkozlaczem-do-cb25-13
ARE-T-015;1;Szklana pokrywa do kotła Coobra CB3;1;48.78;60.00;-;;1;1;7;https://winohobby.biz/userdata/public/gfx/6111/Pokrywa-szklana---CB3.jpg;60;szklana-pokrywa-do-kotla-coobra-cb3
BRO-W-062;1;Suszone skórki słodkiej pomarańczy 20g;1;2.44;3.00;-;Suszone skórki słodkiej pomarańczy mają zastosowanie przy wyrobie piw w stylu Witbier, Imperial Witbier czy Christmas Ale. Suszone skórki mogą być z powodzeniem stosowane do aromatyzowania dowolnych stylów piwa, a także win, miodów pitnych, nalewek czy wódek według  własnego gustu i smaku. Przy ważeniu piwa skórki dodaje się w ilości około 20g/20L piwa,na 10 - 15 minut przed końcem gotowania.;1;1;1;https://winohobby.biz/userdata/public/gfx/6173/Suszone-skorki-slodkiej-pomaranczy-20g.jpg;111;suszone-skorki-slodkiej-pomaranczy-20g
ARE-T-115;1;Szklana pokrywa do kotła Coobra CB5;1;81.3;100.00;-;;1;1;2;https://winohobby.biz/userdata/public/gfx/6112/Pokrywa-szklana---CB5.jpg;62;szklana-pokrywa-do-kotla-coobra-cb5
ARE-R-518;1;SaniPro Rinse 250ml (zastępstwo za StarSan);1;34.15;42.00;-;Odpowiednik środka dezynfekującego StarSan SaniPro Rinseto doskonale pieniący się preparat do odkażania. Przyjazne dla środowiska, anionowe płukanie końcowe. Jest bezwonny, bez smaku, nie pozostawia plam i zawiera inhibitor korozji, dzięki czemu idealnie nadaje się do stali nierdzewnej i wrażliwych powierzchni.Samo pieniące działanie pozwala produktowi dostać się wszędzie i wykonać swoje zadanie. Stabilny w bardzo szerokim zakresie temperatur.Preparat używamy jako ostateczne, odkażające płukanie po wcześniejszym myciu z większych zanieczyszczeń. Późniejsze płukanie wodą nie jest konieczne ani zalecane. Niech powierzchnia płukana samoczynnie wyschnie.SaniPro Rinse warto mieć zawsze pod ręką rozmieszane w spryskiwaczu.Wyprodukowano w Szwecji. Dawkowanie:1-2 nakrętki (12,5 – 25ml) na 10 litrów wody 0,5-1ml na 400ml wodyGeneralnie środek można rozcieńczać zwykłą wodą z kranu. Jednak jeżeli zamierzamy przygotować większą ilość środka, który będziemy zużywać przez kilka miesięcy, zaleca się użyć wody destylowanej.Zalecany czas kontaktu z powierzchnią wynosi co najmniej 1 minutę.;1;1;4;https://winohobby.biz/userdata/public/gfx/6191/SaniPro-Rinse-250ml-odpowiednik-srodka-dezynfekujacego-StarSan.jpg|https://winohobby.biz/userdata/public/gfx/6192/SaniPro-Rinse-250ml-odpowiednik-srodka-dezynfekujacego-StarSan.jpg;78;sanipro-rinse-250ml-zastepstwo-za-starsan
ARE-Z-281;1;Szybkozłącze do Cornelius GAZ IN (wciskane);1;11.79;14.50;-;Szybkozłącze gazowe, służy do doprowadzania gazu CO2 z butli CO2 do kega Cornelius. Szybkozłacze z końcówką prostą do wciśnięciazbrojonego węża gazowego Fi6mm/12mm.;1;1;6;https://winohobby.biz/userdata/public/gfx/0cc5c9ea580a0cd1d1f9081fee3d7863.jpg;318|98;szybkozlacze-do-cornelius-gaz-in-wciskane
ITA-L-502;1;Szklanka 1/2 pint „British Pint”;1;4.88;6.00;-;Wśród piwnych szklanek ta jest chyba najbardziej rozpoznawalna. Klasyka brytyjskich pubów – szklanka pintowa. Pinta to jednostka pojemności stosowana głównie w USA, Wielkiej Brytanii, a także Irlandii i jest to około 500ml.;1;1;2;https://winohobby.biz/userdata/public/gfx/b26e07112462db8c26a7735407a97101.jpg;101;szklanka-1-2-pint-british-pint
ARE-Z-283;1;Szybkozłącze do Cornelius GAZ IN (z gwintem);1;16.26;20.00;-;Szybkozłącze gazowe, służy do doprowadzania gazu CO2 z butli CO2 do kega Cornelius. Szybkozłacze z gwintem do nakręcenia złącza typu John Guest lub przejściówki z końcówką prostą do wciśnięciazbrojonego węża gazowego Fi6mm/12mm.;1;1;7;https://winohobby.biz/userdata/public/gfx/a1a4f44fe8da1b98051ab5b5e975c0d9.jpg;318|98;szybkozlacze-do-cornelius-gaz-in-z-gwintem
ARE-S-950;1;Szybkozłącze trzpień QD - 1/2'';1;22.76;28.00;Coobra;;1;1;5;https://winohobby.biz/userdata/public/gfx/5687/Szybkozlacze-trzpien-QD---12.jpg;119;szybkozlacze-trzpien-qd-1-2
ARE-Z-197;1;Trójnik metalowy Y KOLANKO 6,7mm;1;21.95;27.00;-;Dzięki trójnikowi można na przykład podłączyć 2 kegi Cornelius z jednej butli CO2. Idealnie pasuje podwąż zbrojony Fi.6x12mmlubprzewód piwny.;1;1;10;https://winohobby.biz/userdata/public/gfx/dbcae4cc5422513a0763ec6eb6b1603a.jpg;99;trojnik-metalowy-y-kolanko-6-7mm
ARE-Z-199;1;Trójnik metalowy T 3x7mm;1;11.38;14.00;-;Dzięki trójnikowi można na przykład podłączyć 2 kegi Cornelius z jednej butli CO2. Idealnie pasuje podwąż zbrojony Fi.6x12mmlubprzewód piwny.;1;1;1;https://winohobby.biz/userdata/public/gfx/0000e1ac391e55f0d0cfc829c6282935.jpg|https://winohobby.biz/userdata/public/gfx/51651d6411233f89d3bdb376ac7af20a.jpg;99;trojnik-metalowy-t-3x7mm
ARE-S-951;1;Szybkozłącze QD - trzpień na wąż 13mm;1;31.71;39.00;Coobra;;1;1;7;https://winohobby.biz/userdata/public/gfx/ffd8891784324fa65b66deb549eb4660.jpg|https://winohobby.biz/userdata/public/gfx/519c48a38da3edfe7b0496302e31b9c9.jpg;119;szybkozlacze-qd-trzpien-na-waz-13mm
ARE-S-438;1;Uszczelka do zamknięcia patentowego 6/22mm -- 1szt;1;1.54;1.90;-;Uszczelka pasuje do większości zamknięć patentowych/kabłąkowych/butelek typu krachla, wykonana z elastycznej  dobrze przylegającej gumy. Przybliżone wymiary:średnica zewnętrzna: 22mmśrednica oczka: 6mmgrubość: 3mm;1;1;3;https://winohobby.biz/userdata/public/gfx/b236f0e92ea6c3fc8a99d0305df822c0.jpg|https://winohobby.biz/userdata/public/gfx/5896c6a177ff47e51041443e59b7cc71.jpg;67;uszczelka-do-zamkniecia-patentowego-6-22mm-1szt
ARE-Z-291;1;"Uszczelka na końcówkę 5/8"" twarda - 1szt";1;0.37;0.45;-;;1;1;2;https://winohobby.biz/userdata/public/gfx/340adef947d46cfc045c4360a624db6f.jpg;95|318;uszczelka-na-koncowke-5-8-twarda-1szt
